GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
AIR_15,Household air pollution attributable DALYs,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3650.952,3651 [3127-4098]
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,437.33119,437
WHOSIS_000001,Life expectancy at birth (years),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,65.0325,65.0 [64.4-65.8]
Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,62344.04821834804,National
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,15.1,15.1 [8.4 - 23.7]
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,99.2,99.2 [95.8 - 100]
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,20.60148,20.6 [18.8 - 22.5]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,14300.93,14301 [10414-19472]
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,49.6,49.6 [46.8-52.3]
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,11.40854,11.4 [10.3 - 12.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.26857,0.3
O_Varen_where,Varenicline - place available,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Not applicable
RSUD_590,Prevention programmes for specific populations for alcohol,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_PEOPLE_WITH_TB,People with tuberculosis,62344.04821834804,No data
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,91.6,91.6 [80.4-96.6]
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1982-01-01,1982,1982,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.3,2.3 [2.0-2.6]
WHS3_49,Poliomyelitis - number of reported cases,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,,,,0.0,0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,240000.0,240 000 [180 000 - 300 000]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,291.567,292 [199-450]
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.73885,3.7 [2.6-5.1]
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,6.8,6.8
AIR_11,Household air pollution attributable deaths,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,5990.845,5991 [4683-6994]
MORT_100,Number of deaths,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4217.2668,4217.3
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,7.0,7.0 [2.6-17.4]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.8,9.8 [7.1-13.3]
WHS3_56,Neonatal tetanus - number of reported cases,2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,,,,132.0,132
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,,,,9.9,9.9
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,WEALTHDECILE,WEALTHDECILE_TOTL,Total,5.8,5.8 [5.0-6.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.63479,9.6 [7.8-11.9]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6.02943,6.0 [5.1-7.2]
AIR_11,Household air pollution attributable deaths,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,149.107,149 [125-171]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,8.5,8.5 [6.3-11.2]
PRETERMBIRTH_RATE,Preterm birth rate (per 100 live births),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,8.76611,8.8 [5.8-13.0]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1968-01-01,1968,1968,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,149.28281,149.3 [139.0-160.6]
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,33.84731,33.85 [31.85 - 34.79]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11.86274,11.9 [10.0-14.0]
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,745.386,745 [430-1098]
NUT_BF_EVBF,Ever breastfed,1989-01-01,1989,1989,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,97.6,97.6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,8.2,8.2 [5.1-13.0]
MORT_MATERNALNUM,Number of maternal deaths,1987-01-01,1987,1987,AFR,Africa,KEN,Kenya,,,,5916.6364,5 917 [4 343-7 814]
NCD_PAC_ADO,Insufficiently active (crude estimate),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,88.74354,88.7 [86.4-90.7]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.7,9.7 [7.0-13.2]
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No data
MORT_MATERNALNUM,Number of maternal deaths,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,7468.04611,7 468 [5 503-10 331]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05715,0.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.5,2.5 [2.1-3.1]
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,50.6,50.6 [38.0-62.5]
Camp_mat_tested,Campaign was pre-tested,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Not applicable
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.72903,11.7 [6.9-17.7]
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,970.821,971 [752-1158]
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,12.04006,12.0 [6.3-20.0]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1496.46,1496 [1169-1744]
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,59.51075,59.5 [57.0 - 61.8]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7139.0,7139 [4246-10 892]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,6.2,6.2 [5.5-6.9]
CM_01,Number of under-five deaths,2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,36008.0,36 008 [33 018-39 126]
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1986-01-01,1986,1986,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.9,3.9 [3.5-4.2]
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.9,3.9 [3.5-4.2]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.78289,0.8
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.51371,7.5 [3.5-13.3]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,16.8,16.8 [13.7-20.5]
AIR_60,Household and ambient air pollution attributable DALYs,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,53407.159,53 407 [41 686-63 220]
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,58.82594,59
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,4.3,4.3 [3.2-5.7]
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,55.5,55.5 [47.6-63.1]
AIR_7,Ambient air pollution attributable DALYs,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,16348.53,16 349 [8975-22 594]
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,21.0,21 [8.49-37.6]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,10.77837,10.8 [9.0-12.6]
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,86.07,86.07
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.7,9.7 [7.3-12.9]
MORT_100,Number of deaths,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2198.09863,2198
AIR_11,Household air pollution attributable deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,166.588,167 [137-193]
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.34791,12.3 [11.9-12.9]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0.14]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,0.55402,0.6 [0.1-1.8]
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,52.78618,52.8 [52.1-53.7]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6.0,6.0 [5.0-7.1]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,3.0,3.0 [2.3-3.9]
AIR_7,Ambient air pollution attributable DALYs,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,17558.125,17 558 [6456-30 750]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.48981,4.5 [2.7-6.9]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,12.6,12.6 [9.7-16.3]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.01839,4.0 [1.0-9.6]
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,910.09,910 [584-1248]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,7.9,7.9 [6.9-9.1]
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,54.976,55 [11-134]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1967-01-01,1967,1967,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,152.13196,152.1 [141.4-163.8]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.52514,0.5 [0.1-1.3]
AIR_60,Household and ambient air pollution attributable DALYs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,33842.929,33 843 [23 141-47 866]
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,2.6,2.6 [1.2-4.5]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,37.07917,37.1 [31.5-43.6]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.13616,7.1 [5.8-8.7]
MORT_200,Deaths per 1 000 live births,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.95666,2
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.3,0.3 [0 - 6.6]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.1,9.1 [6.5-12.5]
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,57.50908,57.5 [56.9-58.3]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.1,0.1 [0 - 1]
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,52.0,52 [40-62]
AIR_60,Household and ambient air pollution attributable DALYs,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,640802.292,640 802 [559 458-715 809]
ASSISTIVETECH_Q08,Existence of financial mechanisms for assistive technology,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,ASSISTIVETECHSUBQUESTION,ASSISTIVETECHSUBQUESTION_ASSISTIVETECH_Q08_05,Other measures,62344.04821834804,Yes
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5.08462,5.1 [2.4-8.1]
PercposANC,"Antenatal care attendees who were positive for syphilis (%), reported",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,,,,62344.04821834804,1.25
LBW_PREVALENCE,Low birth weight prevalence (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,10.3,10.3 [9.0-11.8]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3476.22,3476 [2586-4559]
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (millions), model-based estimates",2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,0.2659,0.3 [0.2-0.3]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26647.36,26647 [18419-37080]
MORT_100,Number of deaths,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8825.45196,8825.5
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORT_100,Number of deaths,2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1010.09631,1010
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10.2094,10.2 [6.9-14.0]
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.6,2.6 [2.5-2.8]
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,2640.0,2640 [1900-3490]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,2.8,2.8 [2.1-3.7]
MORT_MATERNALNUM,Number of maternal deaths,1988-01-01,1988,1988,AFR,Africa,KEN,Kenya,,,,5852.86371,5 853 [4 390-7 601]
W6_font_B,"Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03475,0
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1990-01-01,1990,1990,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,7.1,7.1 [0.3 - 32.9]
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1988-01-01,1988,1988,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.3]
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,40.6,40.6 [30.9-50.3]
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
AIR_41,Ambient air pollution attributable deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2839.906,2840 [978-5214]
HWF_0010,"Dentists (per 10,000)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,0.255,0.255
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),2.6,2.6 [1.9-3.5]
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
P4_govt,National smoking ban in GOVERNMENT FACILITIES,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
AIR_60,Household and ambient air pollution attributable DALYs,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1091456.332,1 091 456 [943 459-1 228 180]
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.47261,12.5 [8.0-18.1]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4437.0,4437 [3323-5811]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,5.6,5.6 [4.5-7.0]
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,14.2,14.2 [11.1-17.3]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1976-01-01,1976,1976,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,35.14722,35.1 [31.3-41.2]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,17.1,17.1 [9.8 - 26.2]
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.097,2 [2-2]
